index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_summary
3566,,De Pijp - Rivierenbuurt,52.35464,4.89793,Private room,76,1,26,0.84,8,361,4,holland,"The area features a variety of recreational facilities including a playground, table tennis pitch, basketball pitch, soccer pitch, fitness station, dog park, and garden. These amenities are centered around Sarphatipark, a landmark park that serves as a primary green space and community hub for the neighborhood."
3273,,Centrum-West,52.37502,4.88457,Entire home/apt,250,2,13,0.39,2,0,1,holland,"The area features cultural landmarks including the Anne Frank Huis, a historic museum documenting the life of Anne Frank, and the Westerkerk, a prominent 17th-century church known for its iconic tower. You will also find retail and dining options such as the Anne Frank Huis Museumshop, Comics Import Amsterdam, Lunchcafé Dialoog, Museum Cafe, Huisartsenpraktijk Westertoren, and a kiosk."
3137,,De Baarsjes - Oud-West,52.36405,4.86553,Entire home/apt,119,2,15,0.4,1,0,0,holland,"The area features green spaces such as Nicolaas Beetsplantsoen and Burtmoestuin 'Het eetbare plantsoen', which serve as local community gardens. These are complemented by the presence of Brede school De Kinkerbuurt."
1772,,De Baarsjes - Oud-West,52.36608,4.8764,Entire home/apt,87,1,204,3.23,1,158,28,holland,"The area features dining and nightlife at Gertrude and Toussaint, alongside beauty services at SKIN. Local amenities include the Beatrijs Smulders kindergarten, the Houseboat Lady Jane guest house, and the Slot Meesenstijn park and playground, which serves as a notable local green space and recreation area featuring the Toussaint artwork."
4319,,Noord-Oost,52.39776,4.93731,Entire home/apt,220,3,11,1.45,1,85,9,holland,"The area provides convenience with services like Janneh Beauty salon, Stomerij Propershop, and Pets Place, alongside dining options including KFC, Kwekkeboom, Snackbar 't Puntje, and Toki Sushi and More."
4440,,Centrum-Oost,52.3615,4.9003,Private room,139,2,40,2.65,2,338,32,holland,"The area features dining options including Dwars, Fiaschetteria, Oocker, and Utrechtsedwarstafel, alongside local services like Fietsconsult and Premium Barber Store. The neighborhood is also home to Hotel de Munck and the green space Frederiksplantsoen, a park that serves as a central outdoor gathering spot for the community."
2346,,De Baarsjes - Oud-West,52.36865,4.86828,Private room,125,3,159,3.13,1,0,0,holland,"The area features a mix of services and dining, including Huisarsten Bellamyplein for medical care, Kalender Kleermaker and Ekerbiçer for tailoring, and Login for computer services. You will also find Café Bellamy and Tati for refreshments, alongside La Parole and More for retail and nightlife options."
1490,,Westerpark,52.38416,4.87143,Entire home/apt,98,3,66,0.97,1,51,4,holland,"The area features dining options like Dandy Burger and Semsema, alongside retail and services including E.S.M. Phone House, Enso, Juhique, and Rolinka. Outdoor recreation is provided by the local playground and garden."
3983,,Centrum-Oost,52.36659,4.89972,Entire home/apt,125,7,23,23.0,1,42,10,holland,"The area features dining and nightlife options including Lo Stivale d'Oro, La Panetteria, tasty burger, Coffeeshop Kooi, Icebar, and Free Willie. Accommodations are provided by Eden Residences."
1864,,Westerpark,52.38423,4.87159,Entire home/apt,106,2,8,0.2,1,0,0,holland,"The area features dining options such as Dandy Burger and Semsema, alongside retail and services including E.S.M. Phone House, Enso, Juhique, and Rolinka. Rip van Winkel's is a garden that serves as a local green space for the community."
1715,,Oostelijk Havengebied - Indische Buurt,52.36537,4.93583,Entire home/apt,185,4,18,0.36,2,0,0,holland,"The area features community and social hubs like Buurttafel Timorplein and Cybersoek, alongside Stayokay Amsterdam Oost. Entertainment and nightlife options include the cinema Studio/K and the bar The 5th."
525,,De Pijp - Rivierenbuurt,52.35326,4.90668,Entire home/apt,200,3,38,0.42,1,0,0,holland,"The area features cultural venues such as CC Amstel, Cinetol, Cultuurhuis Diamantslijperij, and OBA CC Amstel, alongside the artwork Revisiting The Cullinan. Guests can also find dining and accommodation at Archive by Pestana and Pestana Amsterdam Riverside."
3016,,De Baarsjes - Oud-West,52.35932,4.85949,Entire home/apt,150,2,20,0.59,1,0,5,holland,"The area features dining options including Papa John's and WarungRahayu, alongside retail services such as A.S.K., Serhat Market, and Supervorm. Local amenities include a playground and public bookcase at J.J. Cremerplein, which serves as a central community gathering space."
1592,,Oud-Oost,52.35544,4.90776,Entire home/apt,149,7,93,1.5,1,61,15,holland,"The area features dining options including Loulou Pizzabar, PepeNero, Dough Studio, and Saffraan aan de Amstel, alongside Café Bica for refreshments. Fitness and leisure are supported by Form and the garden."
2891,,Centrum-Oost,52.36393,4.88797,Entire home/apt,250,4,21,0.65,1,1,0,holland,"The area features dining and retail options such as Ms. Chelin, Mirror, Azarius, and House of Smart, alongside services including King Bikes, Hans Brinker, and Wijkcentrum d'Oude Stadt. Wijkcentrum d'Oude Stadt serves as a local community centre, providing a central hub for neighborhood activities."
992,,De Pijp - Rivierenbuurt,52.35103,4.89218,Entire home/apt,279,4,16,0.21,1,0,0,holland,"The area features dining options including I Love Sushi, Perry's Eethuis, and The Bab, alongside retail and services such as Albert Heijn, Gall & Gall, and Zuid Stomerijen. A garden is also located nearby, providing a green space for the neighborhood."
354,,Centrum-Oost,52.36063,4.89241,Entire home/apt,397,3,48,0.62,1,2,4,holland,"The area features services such as Alphega Apotheek, Autobedrijf Wassenberg, and the school De Kleine Reus. Cultural and creative spaces include the art gallery Atelier Hop and the studio space Studio AnnaMora, alongside the Euphemia Budget Hotel."
2839,,Westerpark,52.38427,4.8725,Entire home/apt,140,2,11,0.26,1,0,0,holland,"The area features dining options such as Dandy Burger and Enso, alongside retail and craft shops including De Steek and Juhique. Rip van Winkel's serves as a local community centre and garden, providing a central hub for neighborhood activities and green space."
952,,Centrum-West,52.38423,4.88252,Private room,65,3,12,0.18,1,0,0,holland,"You will find dining and cafes including The Breakfast Club and De Smederij, alongside retail options like Demure couture hat, Nous, and Rent a Bikey. The area also features services such as RVV.NL."
2494,,Centrum-Oost,52.36283,4.88712,Private room,89,2,126,3.91,1,32,23,holland,"The area features a mix of retail and services, including Spiegelgracht Jeweliers, Tinkerbell for toys, and Health Quest by Joyce for beauty, alongside the art gallery Peter Donkersloot. Dining options include Broodje Art, while educational offerings are provided by Cours de Français near the Tulip House Luxury Apartment."
3014,,Oud-Oost,52.35571,4.90869,Entire home/apt,100,2,13,4.94,1,0,3,holland,"The area features dining and retail options including Dough Studio, Five Stars, and Velespit, alongside wellness and lifestyle services like Bo-Mij, Form, and The Plug. Local amenities are rounded out by the garden space at The Plug, which serves as a notable outdoor feature for the neighborhood."
2224,,De Baarsjes - Oud-West,52.35823,4.85741,Entire home/apt,290,3,6,0.13,1,9,0,holland,"The area features dining options including Annapurna, De Pizzabakkers, Overtone Bistro, Parallel, Pieter Bas, and YNK, alongside local services like Dierenkliniek Overtoom and a hairdresser."
1497,,Watergraafsmeer,52.35442,4.93148,Entire home/apt,110,4,36,0.56,2,136,2,holland,"The area features retail and service options including Miele Witgoedcentrum for housewares, Edelsmeden Sohier & Gelderman for jewelry, and Pieksman wijnen. Daily needs are supported by Dave Haircreations, Tandartspraktijk Brinkman, and the car repair shop Autobedrijf H. van Vliet."
2903,,Centrum-West,52.37859,4.89613,Private room,203,1,75,3.14,1,319,32,holland,"The area features retail and services including Amac, COPA Football Flagship Store, Het Zwarte Fietsenplan, and Marina Tabak Souvenier Supermarkt, alongside the convenience of Albert Heijn. Accommodations in the vicinity include A-Train Hotel and Hotel Plant."
4388,,Centrum-Oost,52.360924,4.898329,Private room,195,3,9,6.14,4,163,9,holland,"The area features retail and professional services including Archive Store and Intervision. Frederiksplantsoen serves as a local park, while Frederik Park House provides guest accommodation."
3360,,Centrum-West,52.38367,4.88812,Entire home/apt,506,2,15,0.57,1,75,4,holland,"The area features creative retail spaces including Bizarre Design and furniture shop The Arch. Cultural and recreational life centers around the arts centre dé Beeldhouwschool, which is complemented by a playground, basketball pitch, boules pitch, and picnic_table."
3554,,Centrum-Oost,52.36011,4.88851,Private room,107,2,98,3.07,1,82,14,holland,"The area features green spaces and gardens including Eerste Weteringplantsoen, Kruidenpluktuin Weteringbuurt, and an outdoor playground. Retail options include Ekoplaza and Carl Denig, while the artwork Simon Carmiggelt serves as a local landmark honoring the renowned Dutch writer."
890,,Westerpark,52.38203,4.87826,Entire home/apt,125,2,5,0.07,1,289,0,holland,"The area features dining and retail options including Toko Hangalampoe, De Republiek, and Bario Market, alongside nightlife and leisure spots like Westerpark Home. It is home to significant landmarks such as Checkpoint Charlie, a historic site marking a Cold War crossing point, and Tegenbeeld, a notable piece of public artwork."
2167,,Centrum-Oost,52.3666,4.89824,Entire home/apt,207,2,145,2.77,1,257,10,holland,"The area features dining and nightlife options including Brasserie Flo, Graphite by Peter Gast, Cooldown Cafe Rembrandtplein, and John Doe. You will also find the Eden Hotel Amsterdam and the coffee shop Screaming Beans nearby."
793,,Centrum-West,52.37942,4.88423,Entire home/apt,160,1000,38,0.72,1,12,6,holland,"The area features dining and pastry options like Café R. de Rosa, Tiramisúp, and Les petits canelés, alongside a deli at Roquebrun. Retail and lifestyle services include the antiques shop Ditjes & Datjes, the clothing store OJAI, and the bar Reverse, which also offers beauty services."
4939,,Centrum-Oost,52.36607,4.89231,Entire home/apt,180,7,5,3.49,2,336,5,holland,"The area features retail and services including B'Femme, Shirt Shop, and Secret Village, alongside the Rita Community Center. You will also find the pub Who Cares and the gallery Galerie WIHH, a local space for contemporary art."
4025,,Bos en Lommer,52.37286,4.8495,Entire home/apt,100,12,4,0.16,1,0,2,holland,"The area features dining and retail options such as Domino's and Loft, alongside professional services like Kaak Medisch Centrum and Campingsport Amsterdam. Erasmuspark serves as a local landmark and park, providing a significant green space for outdoor recreation."
496,,Zuid,52.35612,4.88026,Entire home/apt,215,2,21,0.28,1,183,0,holland,"The area features dining and retail options such as Best Bread Boba, Solo, and De Bijbel: het woord van God. It is anchored by the Concertgebouw, a world-renowned concert hall, and Museumplein, a major cultural hub that hosts several of the city's most significant art institutions."
453,,Centrum-West,52.38428,4.88636,Entire home/apt,250,3,33,0.43,1,37,4,holland,"The area is a hub for creative and performing arts, featuring dance and music instruction at Buenos Aires Tango, Pasito, and Kim Sutherland. The Loft and Zeni's Art serve as the local arts centre and gallery, providing spaces for artistic practice and exhibition."
3744,,De Baarsjes - Oud-West,52.36609,4.87203,Hotel room,273,1,1,0.05,3,0,0,holland,"The area features dining and nightlife options including the Polish cafe Kazik, the Asian restaurant Soytasty, and the bar PAMELA. Retail and services are represented by the bicycle shop De Stadsfiets, the florist WoodHouse, and beauty and hair establishments Menspire and Mooi Anders."
3713,,De Baarsjes - Oud-West,52.36556,4.87667,Entire home/apt,125,2,11,0.37,3,0,8,holland,"The area features dining and nightlife options such as De Italiaan, Gertrude, and Toussaint, alongside beauty services including SKIN and The Laser Lab. Local amenities also include the Slot Meesenstijn playground and kindergarten."
579,,Westerpark,52.37544,4.87394,Entire home/apt,241,2,30,1.76,1,0,3,holland,"The area features daily essentials including the supermarket Albert Heijn and the convenience store Yassmin, alongside services such as Slagerij Tuana, Dierenkliniek Amsterdam - Frederik Hendrikstraat, and a hairdresser. Leisure options are represented by Coffeeshop de Supermarkt."
3733,,De Pijp - Rivierenbuurt,52.3417,4.89547,Private room,79,3,39,1.52,1,19,1,holland,"The area features community spaces including a garden, picnic_table, and two playgrounds, alongside the place_of_worship Maarten Lutherkerk. CompaNanny is also located nearby."
3861,,Bos en Lommer,52.38422,4.84844,Entire home/apt,160,2,33,1.26,1,68,8,holland,"The area features dining options including Hap Li and Raina SR, alongside De Ruijter Scooters for motorcycle services. Chadni Chowk serves as a notable landmark and market, while the surroundings also include a playground and Terminal 18 as a social facility."
