index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_summary
1557,,Centrum-West,52.36861,4.88607,Entire home/apt,210,7,78,1.19,3,340,0,holland,"garden: De Vrije Academie
clothes: Dae, Rain Kiss, The Odder Side
second_hand: Zipper Vintage Clothing
cafe: Chocolaterie Pompadour
jewelry: Beadies Amsterdam
houseware: Motel a Miio
arts_centre: Art Zoo Museum
museum: Art Zoo Museum
optician: Ace & Tate
cake cafe: Profumo

The area reads as tourist-prominent. The presence of the Art Zoo Museum and specialized, boutique-style shops like Chocolaterie Pompadour and Zipper Vintage Clothing suggests a destination that caters to visitors exploring the city's unique retail and cultural offerings."
1764,,De Baarsjes - Oud-West,52.36412,4.86165,Entire home/apt,200,2,39,0.69,1,34,1,holland,"Fast food: The Burger Maffia, The Burger Mafia, Finalemente Brasil
Supermarket: De Kinker
Post office: Pakketdienst de Kinker
Chicken fast food: Bobos Chicken
Bag: ByLima
Repair: Snel Repair
Clothes: Aleppo Top
Kebab fast food: Kinker
Laundry: 't Saotohuisje
Chemist: DA drogist

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services including a chemist, a post office, a laundry, a repair shop, and a supermarket, which cater to the daily needs of local residents rather than tourists."
688,,De Baarsjes - Oud-West,52.36744,4.86625,Entire home/apt,236,3,11,0.14,1,9,4,holland,"Marketplace: Ten Katemarkt
Cafe: Cafe Topido, Fika Amsterdam, Sam's Coffee
Seafood: Harchane
Bar: Bar Centraal
Second_hand: A. Mog Tweedehands
Clothes: EFFECT(S)
Interior_decoration: Blooming Interior
Alcohol: Topido
Florist: Abraham Bloemen & Planten
Bakery: Ad Straathof Marktbakkerij

The area reads as everyday-residential. The specific draws that make it so are the presence of a local marketplace like Ten Katemarkt, a neighborhood bakery, a local florist, and several casual cafes, which serve the daily needs of local residents rather than catering to international tourism."
2311,,De Pijp - Rivierenbuurt,52.35788,4.88937,Entire home/apt,629,3,7,0.13,1,11,1,holland,"Garden: None
Italian restaurant: Linguini Trattoria
Massage: Five City Spa
Breakfast restaurant: Locals Coffee
French restaurant: Petit Caron
Artwork: None
Public_bookcase: None
Clothes: Shortcut & Hardwear
Hotel: Aston City Hotel
Clinic: Amsterdam Cosmetic Clinic
Stripclub: BonTon
Craft: Van Beek Art Supplies

The area reads as everyday-residential. While the presence of the Aston City Hotel and BonTon suggests some visitor activity, the specific draws such as Amsterdam Cosmetic Clinic, Five City Spa, Locals Coffee, Shortcut & Hardwear, and Van Beek Art Supplies cater primarily to the daily needs and lifestyle services of local residents."
2232,,De Baarsjes - Oud-West,52.37113,4.8581,Entire home/apt,181,2,27,1.65,1,363,2,holland,"Garden: Marja
Bakery: Fort Negen
Turkish restaurant: Konya Etliekmek
Cafe: Lara
Wine: Grapedistrict
Lebanese restaurant: Maz Mez
Tattoo: (None)
Pizza restaurant: Napoli Pizza
Chinese restaurant: WONTON
Vacant: (None)
Supermarket: Albert Heijn
Fast_food: (None)

The area reads as everyday-residential. The specific draws that make it so are the presence of a local supermarket (Albert Heijn), a neighborhood bakery (Fort Negen), and a variety of casual dining options like Napoli Pizza, WONTON, and Konya Etliekmek, which serve the daily needs of local residents rather than catering to tourists."
5194,,Bos en Lommer,52.37869,4.85029,Entire home/apt,100,4,0,,1,0,0,holland,"Turkish restaurant: Kahvealti
Hardware: De Prijshamer
Chemist: Etos
Newsagent: Primera
Convenience: Odin, SIMO
Pub: Cafe 't Lommertje
Beauty: Sorti Beatycenter
Kebab fast_food: Lezzet Grillroom
Butcher: Slagerij Beyaz Saray
Pet: Aytaco
Hairdresser: Cinderella

The area reads as everyday-residential. It is defined by essential local services such as a butcher (Slagerij Beyaz Saray), a chemist (Etos), a newsagent (Primera), and convenience stores (Odin, SIMO), which cater to the daily needs of local residents rather than tourists."
2795,,Centrum-West,52.3757,4.89724,Private room,71,3,76,1.77,2,0,17,holland,"Attraction: Beurs van Berlage, Rederij Plas, The Grasshopper
Restaurant: Dal Pagliaccio, The Grasshopper
Erotic: Smart
Coworking_space: Meet Berlage
Pub: De Deugniet
Bar: The Brokers Bar
Bakery: Croissanterie
Chocolate: Tony's Chocolonely
Cafe: New York Film Academy Cafe

The area reads as tourist-prominent. The specific draws that make it so are Beurs van Berlage, Rederij Plas, and The Grasshopper, which are well-known landmarks and attractions that draw high volumes of visitors to the city center."
1142,,Centrum-West,52.38014,4.89345,Entire home/apt,266,7,65,2.68,2,72,0,holland,"attraction: Dampkring
restaurant: Miss B by la Grotte
nutrition_supplements: Vitaminstore
garden: Popeye
cannabis: Dampkring, Las Marias
clothes: BrandMission
mediterranean fast_food: Maoz Falafel
soft_drugs cannabis: Dampkring
deli cafe: Vinnies
guest_house: B&B Barangay
pitch: Popeye

The area reads as tourist-prominent. The specific draws that make it so are Dampkring, which is a famous cannabis landmark, and Maoz Falafel, a well-known international chain often frequented by visitors."
2497,,De Pijp - Rivierenbuurt,52.35549,4.88881,Entire home/apt,130,2,28,0.75,2,20,5,holland,"laundry: Wassalon Regenboog
garden: Micky Fields
antiques: Shah Saatchi
hairdresser: Fenix Books
vacant: vacant, vacant
bakery: Layers Bakery & Deli
coffee_shop cafe: Reload Coffee
french restaurant: Brasserie SenT
restaurant: Maris Piper Brasserie
wine: Amsterdam Wine Academy, Wijnhandel van Krimpen
bar: La Dilettante

The area reads as everyday-residential. The specific draws that make it so are the inclusion of a local laundry service, a neighborhood bakery, a hairdresser, and specialized shops like a wine merchant and bookstore, which cater to the daily needs of local residents rather than serving as major tourist landmarks."
4888,,Zuid,52.35913,4.87816,Private room,76,1,65,11.96,7,365,65,holland,"Clothes: Essentiel Antwerp, Hilfiger, Massimu Dutti, Petit Bateau, Reflections, The Society Shop
Optician: Oogappel
Interior_decoration: Zara Home
Bakery: None
Hotel: Conservatorium
Jewelry: Bonebakker
Vacant: None

The area reads as tourist-prominent. The presence of the Conservatorium hotel and luxury retailers such as Bonebakker indicates a high-end, destination-oriented district that caters to visitors rather than everyday residential needs."
5426,,Centrum-West,52.38062,4.88465,Entire home/apt,250,2,0,,1,38,0,holland,"marketplace: Lindenmarkt
argentinian restaurant: Luna
bakery: Saint-Jean
gallery: Kersgallery
sandwich fast_food: Leauf
fast_food: Snackbar Aggie
thai restaurant: Som Tam Thai
greengrocer: Erdim
veterinary: Dierenkliniek de Jordaan
bagel fast_food: Bagelboy
butcher: Louman

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as a veterinary clinic, a butcher, a greengrocer, and a traditional neighborhood marketplace, which cater primarily to the daily needs of local residents rather than international tourists."
1273,,Centrum-Oost,52.36051,4.89089,Entire home/apt,247,2,46,0.65,1,0,0,holland,"Pub: Le Patron
Laundry: Wash Queen Laundry
Fast_food: Broodjeszaak Etenstijd
Coffee_shop cafe: Luuk's Coffee
Tattoo: Underground Ink
Pastry: Pinuku
Hairdresser: Van Dulst Kappers
Garden: Deninie
Beauty: De Badjassenwinkel
Gift: De Badjassenwinkel
Indonesian restaurant: Proper. Indofood

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as Wash Queen Laundry, Van Dulst Kappers, and Broodjeszaak Etenstijd, which cater to the routine needs of local inhabitants rather than transient visitors."
1245,,Zuid,52.35091,4.85365,Entire home/apt,118,4,18,0.25,1,219,0,holland,"Pet: 't Dierenhoekje
Supermarket: Albert Heijn, Mensink
Bakery: Klavertje
Coffee_shop cafe: Simons Tafel
Greengrocer: Kokkes
Fast_food: Wok Inn
Bicycle: Daniel Tweewielers
Photo: Victory's Foto Expres
Houseware: Nomos
Dentist: De Tandenpraktijk

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services including two supermarkets, a greengrocer, a bakery, a dentist, and a bicycle shop, which cater to the daily needs of local residents rather than tourists."
5260,,Centrum-Oost,52.364788,4.880334,Entire home/apt,75,7,0,,22,265,0,holland,"theatre: DeLaMar, Melkweg
hotel: Boutique Hotel View, Hotel Titus, Kooyk Hotel, Weber Hotel, Weber Studios
restaurant: Lux
apartment: Milk
bar: Bar Weber, Weber

The area reads as tourist-prominent. The presence of multiple hotels and major cultural venues like DeLaMar and Melkweg indicates a high volume of visitors and a focus on entertainment and hospitality."
169,,Centrum-West,52.37142,4.89036,Entire home/apt,399,2,52,0.48,1,103,4,holland,"artwork: Kabouter, Stadspaleis
park: Postzegelpark
theatre: Theater De Richel
cafe: Argus, Diep
attraction: Postzegelmarkt
outdoor_seating: Diep
hotel: Nova Hotel
playground: Postzegelpark
antiques: Vintage Clothes & Design

The area reads as tourist-prominent. The specific draws that make it so are the Nova Hotel, which caters to visitors, and the Postzegelmarkt, which serves as a notable local attraction."
4777,,Centrum-West,52.3789,4.88378,Entire home/apt,188,7,1,0.15,3,241,1,holland,"Marketplace: Lapjesmarkt
Public_bookcase: Schout bij-nacht
Argentinian restaurant: La Reinita Empanadas
Museum: Pianola Museum
Supermarket: Jumbo
Restaurant: Kilo, Sins of Sal
Furniture: Vivant de Jordaan
Beauty: The Browbarber
Kiosk: Vivant de Jordaan

The area reads as everyday-residential. The specific draws that make it so are the presence of a local supermarket like Jumbo, a neighborhood kiosk like Vivant de Jordaan, and essential services such as The Browbarber and the local marketplace Lapjesmarkt, which cater primarily to the daily needs of residents rather than international tourists."
3912,,Oud-Oost,52.35374,4.91188,Entire home/apt,93,3,16,16.0,2,51,11,holland,"Outdoor seating: Fransje
Piano: Fransje
Events venue: Canvas, Doka, Klein Canvas, Werkplaats
Nightclub: Doka
Hotel: Volkshotel
Cafe: Fransje
Restaurant: Riet
Hot tub: Badplaats

The area reads as tourist-prominent. The specific draws that make it so are the Volkshotel, which is a major destination for travelers, and the presence of multiple venues like Canvas, Doka, and Badplaats that function as high-profile cultural and nightlife attractions."
4889,,Zuid,52.35926,4.87847,Private room,74,1,5,0.97,7,330,5,holland,"Interior decoration: Zara Home
Bakery: None
Hotel: Conservatorium
Jewelry: Bonebakker
Clothes: Caroline Biss, Diesel, Hackett, Hilfiger, Marina Rinaldi, Massimu Dutti, Petit Bateau

The area reads as tourist-prominent. The presence of the Conservatorium, a high-end luxury hotel, combined with a collection of premium international fashion brands and a specialized jewelry boutique, indicates a high-traffic destination area catering to affluent travelers and visitors rather than an everyday-residential neighborhood."
2709,,Centrum-Oost,52.36338,4.88307,Private room,74,1,280,6.29,2,340,50,holland,"coworking_space: De Balie
restaurant: Boven de Balie, Ron Gastrobar Paris
electronics: Apple Store
attraction: Leidseplein, De Balie
garden: Kleine-Gartmanplantsoen
cafe: Cafe in the City
guest_house: Palladium
bar: Palladium

The area reads as tourist-prominent. The specific draws that make it so are Leidseplein, which is a major entertainment and nightlife hub, and the Apple Store, a high-profile landmark located in a central, high-traffic area."
5397,,Centrum-Oost,52.36479,4.88033,Entire home/apt,75,7,1,1.0,22,254,1,holland,"theatre: DeLaMar, Melkweg
hotel: Boutique Hotel View, Hotel Titus, Kooyk Hotel, Weber Hotel, Weber Studios
restaurant: Lux
apartment: Milk
bar: Bar Weber, Weber

The area reads as tourist-prominent. The specific draws that make it so are the presence of multiple hotels (Boutique Hotel View, Hotel Titus, Kooyk Hotel, Weber Hotel, Weber Studios) and major cultural venues (DeLaMar, Melkweg) which cater to visitors and entertainment seekers."
3041,,Centrum-Oost,52.36478,4.88033,Entire home/apt,75,7,15,1.08,22,339,3,holland,"theatre: DeLaMar, Melkweg
hotel: Boutique Hotel View, Hotel Titus, Kooyk Hotel, Weber Hotel, Weber Studios
restaurant: Lux
apartment: Milk
bar: Bar Weber, Weber

The area reads as tourist-prominent. The specific draws that make it so are the presence of multiple hotels and well-known entertainment venues like DeLaMar and Melkweg, which are major attractions for visitors."
4556,,Centrum-West,52.36614,4.88564,Entire home/apt,74,3,4,0.27,1,319,2,holland,"smartshop: When Nature Calls
shoes: Manfield
deli: Eichholtz Delicatessen
clothes: Suite Benedict
fast_food: Gourmet Burger
mobile_phone: Prime Fone
coffee_shop cafe: Bagels & Beans
hairdresser: The Color
storage_rental: BOXIE24 Opslag huren Amsterdam
outdoor_seating: Morlang, Walem

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services like a hairdresser, a mobile phone shop, and a storage rental facility, which cater to the needs of local residents rather than tourists."
2474,,De Baarsjes - Oud-West,52.36767,4.86774,Entire home/apt,100,5,58,1.23,1,31,7,holland,"Bakery: Bakkerij Paul Année
Restaurant: Kanarie Club
Bicycle: Sener Bikes
Beauty: Nail studio
Breakfast restaurant: The Breakfast Club
Hotel: Hotel De Hallen
Artwork: P.W. Janssen, fish, waterdraagster
Park: Bellamyplein
Attraction: De Hallen

The area reads as tourist-prominent. The specific draws that make it so are De Hallen and Hotel De Hallen, which serve as major cultural and hospitality hubs that attract visitors to the neighborhood."
2713,,Centrum-Oost,52.36338,4.88307,Private room,69,1,235,5.19,2,337,48,holland,"coworking_space: De Balie
restaurant: Boven de Balie, Ron Gastrobar Paris
electronics: Apple Store
attraction: Leidseplein, De Balie
garden: Kleine-Gartmanplantsoen
cafe: Cafe in the City
guest_house: Palladium
bar: Palladium

The area reads as tourist-prominent. The specific draws that make it so are Leidseplein and the Apple Store, which are major landmarks and high-traffic destinations for visitors."
2902,,De Pijp - Rivierenbuurt,52.35685,4.89652,Private room,120,2,141,3.57,1,10,3,holland,"beauty: Skin Project Institute
convenience: FermentFabriek
restaurant: Badcuyp
hairdresser: Hairstudio Pu-ma
musical_instrument: Résonance
vacant: (None)
language_school: Taalhuis Amsterdam
bicycle_rental: Ajax Bike
dentist: Dental 220
pub: Café De Baron
garden: (None)

The area reads as everyday-residential. The specific draws that make it so are local services such as a dental clinic, a hair studio, a language school, and a neighborhood pub, which cater to the daily needs of residents rather than serving as major tourist landmarks or attractions."
2177,,De Pijp - Rivierenbuurt,52.35682,4.89633,Entire home/apt,150,7,37,0.7,3,64,3,holland,"beauty: Skin Project Institute
convenience: FermentFabriek
hairdresser: Hairstudio Pu-ma
musical_instrument: Résonance
vacant: (None)
language_school: Taalhuis Amsterdam
bicycle_rental: Ajax Bike
dentist: Dental 220
pub: Café De Baron
garden: (None)

The area reads as everyday-residential. The specific draws that make it so are the presence of local services such as Dental 220, Hairstudio Pu-ma, and Taalhuis Amsterdam, which cater to the regular needs of neighborhood residents rather than international tourists."
4942,,Buitenveldert - Zuidas,52.33193,4.87475,Private room,59,2,8,1.44,2,363,8,holland,"Garden: None
Doctors: Huisartsen MC Gelderlandplein
Butcher: van de Raa
Wine: The Art of Wines
Supermarket: Ekoplaza
Kindergarten: Bambini BSO
Clinic: Medisch Centrum Gelderlandplein
Apartment: None
Soccer pitch: None
Playground: None

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services including a supermarket (Ekoplaza), a butcher (van de Raa), medical facilities (Huisartsen MC Gelderlandplein and Medisch Centrum Gelderlandplein), and childcare (Bambini BSO), which cater to the daily needs of local residents rather than tourists."
